Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Aesthetics,Respondent #24,I find this aspect of the product satisfactory.,Aesthetics - This aspect is easy to understand and use.,Agree,positive,Positive,2,0,-0.2849067896192219,1,-100,0,1,1
Aesthetics,Respondent #23,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Disagree,negative,Positive,1,0,-0.968230097235973,1,-100,1,1,1
Aesthetics,Respondent #38,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-2,-1,-0.07089550878627038,1,0,0,1,5
Aesthetics,Respondent #29,This aspect meets my expectations.,Aesthetics - I would recommend this to others.,Strongly Disagree,negative,Positive,-1,-1,0.09385301703444249,0,100,1,1,1
Aesthetics,Respondent #28,This aspect is easy to understand and use.,Aesthetics - The performance in this area is reliable.,Strongly Disagree,negative,Positive,0,-1,-0.4107379338163062,0,0,1,1,2
Aesthetics,Respondent #38,I would recommend this to others.,Aesthetics - I would recommend this to others.,Disagree,negative,Positive,-1,0,-0.8738865233723401,1,100,1,1,5
Aesthetics,Respondent #33,The performance in this area is reliable.,Aesthetics - This aspect meets my expectations.,Neutral,neutral,Positive,0,0,-0.31895756073459647,0,-100,0,1,4
Aesthetics,Respondent #15,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,0,-1,-0.39930138766570966,0,100,0,1,4
Aesthetics,Respondent #27,I would recommend this to others.,Aesthetics - This aspect meets my expectations.,Strongly Disagree,negative,Positive,-1,-1,0.4841997210912252,0,100,0,1,4
Aesthetics,Respondent #41,This aspect meets my expectations.,Aesthetics - The performance in this area is reliable.,Strongly Agree,positive,Positive,2,0,-0.13988733911744222,1,100,1,1,4
Aesthetics,Respondent #41,This aspect meets my expectations.,Aesthetics - I would recommend this to others.,Agree,positive,Positive,1,-1,-0.6209426300484933,1,0,0,1,3
Aesthetics,Respondent #33,I find this aspect of the product satisfactory.,Aesthetics - The performance in this area is reliable.,Agree,positive,Positive,2,0,-0.4011668842820735,0,-100,0,1,1
Aesthetics,Respondent #9,I would recommend this to others.,Aesthetics - The performance in this area is reliable.,Neutral,neutral,Positive,1,-1,0.2212694814362286,0,-100,0,1,4
Aesthetics,Respondent #48,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Neutral,neutral,Positive,0,0,-0.04178881720680283,1,0,1,1,4
Aesthetics,Respondent #23,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,-2,-1,0.025039724770973937,0,100,0,1,3
Aesthetics,Respondent #43,This aspect meets my expectations.,Aesthetics - I would recommend this to others.,Strongly Disagree,negative,Positive,-1,0,-0.05789509408282645,0,100,1,1,2
Aesthetics,Respondent #48,I would recommend this to others.,Aesthetics - The performance in this area is reliable.,Strongly Disagree,negative,Positive,2,0,0.8840038212931598,0,100,0,1,2
Aesthetics,Respondent #2,I find this aspect of the product satisfactory.,Aesthetics - This aspect is easy to understand and use.,Disagree,negative,Positive,-1,0,-0.5845352032615037,0,0,1,1,5
Aesthetics,Respondent #41,I would recommend this to others.,Aesthetics - I would recommend this to others.,Agree,positive,Positive,-2,-1,0.03294429906081997,1,0,0,1,3
Aesthetics,Respondent #24,I find this aspect of the product satisfactory.,Aesthetics - I find this aspect of the product satisfactory.,Agree,positive,Positive,0,0,-0.9910765055389426,1,0,0,1,2
Aesthetics,Respondent #10,This aspect meets my expectations.,Aesthetics - I would recommend this to others.,Strongly Disagree,negative,Positive,-1,0,0.27031069411577,0,-100,1,1,2
Aesthetics,Respondent #19,This aspect meets my expectations.,Aesthetics - I would recommend this to others.,Disagree,negative,Positive,-2,-1,-0.23746610659045686,0,0,1,1,5
Aesthetics,Respondent #39,I would recommend this to others.,Aesthetics - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,2,-1,0.6577708930344432,1,100,1,1,2
Aesthetics,Respondent #2,This aspect is easy to understand and use.,Aesthetics - I find this aspect of the product satisfactory.,Disagree,negative,Positive,0,-1,0.6300592505856311,0,100,0,1,3
Aesthetics,Respondent #40,This aspect is easy to understand and use.,Aesthetics - I would recommend this to others.,Strongly Disagree,negative,Positive,2,0,-0.2683417465505211,0,0,1,1,2
Aesthetics,Respondent #8,I would recommend this to others.,Aesthetics - This aspect meets my expectations.,Neutral,neutral,Positive,2,-1,0.8484952385271285,0,0,0,1,5
Aesthetics,Respondent #43,This aspect meets my expectations.,Aesthetics - This aspect is easy to understand and use.,Disagree,negative,Positive,-1,0,-0.2238902934057554,0,0,1,1,5
Aesthetics,Respondent #7,The performance in this area is reliable.,Aesthetics - This aspect meets my expectations.,Disagree,negative,Positive,-1,0,0.3720186155429517,0,100,0,1,1
Aesthetics,Respondent #42,This aspect meets my expectations.,Aesthetics - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,0,0,-0.6154319607761196,0,100,0,1,1
Aesthetics,Respondent #31,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Neutral,neutral,Positive,-1,-1,0.8507474319826942,0,0,0,1,3
Aesthetics,Respondent #32,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Disagree,negative,Positive,0,-1,-0.545794991305639,0,-100,0,1,5
Aesthetics,Respondent #34,This aspect is easy to understand and use.,Aesthetics - This aspect meets my expectations.,Strongly Agree,positive,Positive,0,0,0.871595273076962,0,0,0,1,3
Aesthetics,Respondent #25,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Neutral,neutral,Positive,1,0,-0.01252639823933599,0,100,1,1,4
Aesthetics,Respondent #28,The performance in this area is reliable.,Aesthetics - I would recommend this to others.,Agree,positive,Positive,1,0,0.3028106050732924,0,100,1,1,2
Aesthetics,Respondent #11,This aspect meets my expectations.,Aesthetics - This aspect meets my expectations.,Disagree,negative,Positive,0,-1,0.6640795598056517,0,100,0,1,1
Aesthetics,Respondent #44,This aspect is easy to understand and use.,Aesthetics - I would recommend this to others.,Strongly Agree,positive,Positive,2,-1,0.5546688552790568,1,0,1,1,5
Aesthetics,Respondent #22,The performance in this area is reliable.,Aesthetics - I would recommend this to others.,Neutral,neutral,Positive,0,-1,-0.9691873347516751,0,0,1,1,1
Aesthetics,Respondent #50,This aspect meets my expectations.,Aesthetics - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,-2,-1,0.06083329692152151,0,0,1,1,2
Aesthetics,Respondent #27,I would recommend this to others.,Aesthetics - The performance in this area is reliable.,Strongly Agree,positive,Positive,-1,0,-0.7295693783417883,0,100,0,1,3
Aesthetics,Respondent #30,I find this aspect of the product satisfactory.,Aesthetics - The performance in this area is reliable.,Strongly Agree,positive,Positive,-2,-1,-0.7536190191489092,1,-100,0,1,5
Aesthetics,Respondent #49,The performance in this area is reliable.,Aesthetics - I would recommend this to others.,Strongly Agree,positive,Positive,-2,-1,-0.6057285895309616,0,0,1,1,1
Aesthetics,Respondent #21,I would recommend this to others.,Aesthetics - I find this aspect of the product satisfactory.,Neutral,neutral,Neutral,2,-1,-0.8420267802034611,1,100,0,1,5
Aesthetics,Respondent #13,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Agree,positive,Neutral,-2,0,0.7305350858983366,1,-100,0,1,2
Aesthetics,Respondent #35,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Agree,positive,Neutral,1,-1,-0.047559628657302344,1,0,1,1,5
Aesthetics,Respondent #14,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,-2,0,-0.925255948462244,1,0,0,1,3
Aesthetics,Respondent #40,This aspect is easy to understand and use.,Aesthetics - The performance in this area is reliable.,Strongly Agree,positive,Neutral,-2,0,-0.3053419911771802,1,-100,1,1,5
Aesthetics,Respondent #13,I find this aspect of the product satisfactory.,Aesthetics - The performance in this area is reliable.,Strongly Agree,positive,Neutral,2,0,0.9961280424554884,0,-100,1,1,1
Aesthetics,Respondent #24,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Agree,positive,Neutral,-1,0,-0.813523331770841,0,100,0,1,3
Aesthetics,Respondent #47,This aspect is easy to understand and use.,Aesthetics - I would recommend this to others.,Agree,positive,Neutral,-2,-1,-0.7241434880200281,1,100,0,1,3
Aesthetics,Respondent #46,I find this aspect of the product satisfactory.,Aesthetics - I would recommend this to others.,Agree,positive,Neutral,-2,-1,-0.20400647481776746,1,0,1,1,3
Aesthetics,Respondent #5,This aspect is easy to understand and use.,Aesthetics - I would recommend this to others.,Strongly Disagree,negative,Neutral,0,-1,0.03828740541141129,1,0,0,1,2
Aesthetics,Respondent #25,I would recommend this to others.,Aesthetics - This aspect meets my expectations.,Disagree,negative,Neutral,2,0,-0.466464250421047,0,-100,1,1,5
Aesthetics,Respondent #36,I would recommend this to others.,Aesthetics - I find this aspect of the product satisfactory.,Agree,positive,Neutral,-1,-1,-0.9722395043769898,0,-100,1,1,1
Aesthetics,Respondent #28,This aspect is easy to understand and use.,Aesthetics - This aspect meets my expectations.,Strongly Agree,positive,Neutral,2,-1,-0.45189842648208267,0,0,0,1,3
Aesthetics,Respondent #50,The performance in this area is reliable.,Aesthetics - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,1,-1,0.8033928867991407,0,0,1,1,4
Aesthetics,Respondent #9,I find this aspect of the product satisfactory.,Aesthetics - This aspect is easy to understand and use.,Disagree,negative,Neutral,1,0,0.7898181463337934,0,-100,1,1,1
Aesthetics,Respondent #19,I find this aspect of the product satisfactory.,Aesthetics - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,0,-1,0.667633367341455,1,100,0,1,5
Aesthetics,Respondent #44,This aspect is easy to understand and use.,Aesthetics - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,0,-1,-0.8487919882049477,0,0,1,1,1
Aesthetics,Respondent #23,I would recommend this to others.,Aesthetics - I would recommend this to others.,Strongly Agree,positive,Neutral,-1,-1,0.7196995555144636,1,-100,0,1,3
Aesthetics,Respondent #7,I would recommend this to others.,Aesthetics - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,-1,-1,0.8327292210814223,1,0,1,1,4
Aesthetics,Respondent #1,The performance in this area is reliable.,Aesthetics - This aspect meets my expectations.,Disagree,negative,Neutral,1,0,0.4945526951143915,0,100,1,1,1
Aesthetics,Respondent #10,This aspect meets my expectations.,Aesthetics - The performance in this area is reliable.,Neutral,neutral,Neutral,-1,0,0.15128361748797503,1,-100,0,1,4
Aesthetics,Respondent #19,This aspect is easy to understand and use.,Aesthetics - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-1,-1,0.0729501522432241,0,0,1,1,3
Aesthetics,Respondent #47,This aspect meets my expectations.,Aesthetics - This aspect meets my expectations.,Strongly Disagree,negative,Negative,1,-1,-0.8392891382705949,1,100,1,1,1
Aesthetics,Respondent #33,This aspect is easy to understand and use.,Aesthetics - The performance in this area is reliable.,Disagree,negative,Negative,-1,-1,-0.41607384892001376,0,0,0,1,1
Aesthetics,Respondent #9,The performance in this area is reliable.,Aesthetics - I would recommend this to others.,Agree,positive,Negative,2,0,0.6856950724326425,1,0,1,1,5
Aesthetics,Respondent #5,This aspect meets my expectations.,Aesthetics - This aspect is easy to understand and use.,Neutral,neutral,Negative,-2,-1,0.9341278922206413,1,0,0,1,5
Aesthetics,Respondent #7,The performance in this area is reliable.,Aesthetics - This aspect meets my expectations.,Agree,positive,Negative,0,-1,-0.906190488968099,0,0,0,1,3
